smoke,sex,age,edu,weight,height,bmi,sport,marital,region,wkabint,income,ls,ID
NO,MALE,28,SECONDARY,86.0,183.0,25.680074054167,NO,SINGLE,Warminsko-mazurskie,NO,2000.0,MOSTLY SATISFIED,3152
YES,FEMALE,38,VOCATIONAL/GRAMMAR,65.0,160.0,25.390625,YES,MARRIED,Zachodnio-pomorskie,NO,,MOSTLY SATISFIED,3153
NO,FEMALE,51,SECONDARY,63.0,162.0,24.0054869684499,YES,WIDOWED,Malopolskie,NO,3500.0,PLEASED,3154
YES,MALE,27,PRIMARY/NO EDUCATION,80.0,189.0,22.3957895915568,YES,SINGLE,Wielkopolskie,NO,1000.0,MIXED,3155
NO,MALE,40,VOCATIONAL/GRAMMAR,70.0,165.0,25.7116620752984,YES,MARRIED,Mazowieckie,NO,1800.0,MOSTLY SATISFIED,3156
NO,FEMALE,51,SECONDARY,100.0,168.0,35.4308390022676,YES,MARRIED,Lodzkie,NO,0.0,PLEASED,3157
YES,FEMALE,58,SECONDARY,62.0,160.0,24.21875,YES,MARRIED,Slaskie,NO,3000.0,PLEASED,3158
NO,FEMALE,65,VOCATIONAL/GRAMMAR,62.0,158.0,24.8357634994392,YES,WIDOWED,Lodzkie,NO,920.0,MOSTLY SATISFIED,3159
NO,FEMALE,37,SECONDARY,65.0,165.0,23.8751147842057,NO,DIVORCED,Dolnoslaskie,NO,1500.0,MOSTLY DISSATISFIED,3160
NO,MALE,45,VOCATIONAL/GRAMMAR,90.0,180.0,27.7777777777778,YES,MARRIED,Slaskie,NO,1500.0,MOSTLY SATISFIED,3161
YES,MALE,57,VOCATIONAL/GRAMMAR,103.0,182.0,31.0952783480256,NO,MARRIED,Opolskie,NO,2000.0,MIXED,3162
NO,FEMALE,62,PRIMARY/NO EDUCATION,50.0,150.0,22.2222222222222,YES,WIDOWED,Podlaskie,NO,400.0,MIXED,3163
NO,MALE,25,SECONDARY,82.0,175.0,26.7755102040816,NO,SINGLE,Slaskie,NO,1400.0,MOSTLY SATISFIED,3164
NO,MALE,22,VOCATIONAL/GRAMMAR,78.0,185.0,22.7903579254931,NO,SINGLE,Dolnoslaskie,NO,,DELIGHTED,3165
NO,MALE,74,POST-SECONDARY OR HIGHER,64.0,170.0,22.1453287197232,NO,MARRIED,Slaskie,NO,2100.0,MOSTLY SATISFIED,3166
NO,MALE,50,VOCATIONAL/GRAMMAR,95.0,180.0,29.320987654321,YES,MARRIED,Warminsko-mazurskie,NO,0.0,MOSTLY SATISFIED,3167
NO,MALE,35,SECONDARY,84.0,182.0,25.3592561284869,NO,MARRIED,Kujawsko-pomorskie,NO,3500.0,MOSTLY SATISFIED,3168
NO,MALE,46,VOCATIONAL/GRAMMAR,99.0,188.0,28.0104119511091,YES,MARRIED,Lodzkie,NO,2500.0,PLEASED,3169
NO,FEMALE,77,PRIMARY/NO EDUCATION,61.0,165.0,22.4058769513315,YES,MARRIED,Lubelskie,NO,800.0,MIXED,3170
NO,MALE,22,POST-SECONDARY OR HIGHER,75.0,185.0,21.9138056975895,NO,SINGLE,Slaskie,NO,0.0,MOSTLY SATISFIED,3171
NO,FEMALE,70,SECONDARY,65.0,154.0,27.4076572777871,YES,MARRIED,Slaskie,NO,926.0,MIXED,3172
NO,MALE,52,VOCATIONAL/GRAMMAR,100.0,176.0,32.2830578512397,YES,MARRIED,Mazowieckie,NO,800.0,MOSTLY SATISFIED,3173
NO,MALE,74,SECONDARY,105.0,173.0,35.0830298372816,YES,MARRIED,Lodzkie,NO,1000.0,MIXED,3174
NO,MALE,54,POST-SECONDARY OR HIGHER,99.0,183.0,29.5619457135179,NO,MARRIED,Mazowieckie,NO,8000.0,PLEASED,3175
NO,FEMALE,50,POST-SECONDARY OR HIGHER,90.0,164.0,33.4622248661511,YES,MARRIED,Malopolskie,NO,7000.0,MOSTLY SATISFIED,3176
NO,MALE,75,SECONDARY,70.0,178.0,22.0931700542861,YES,MARRIED,Dolnoslaskie,NO,1300.0,PLEASED,3177
NO,MALE,59,POST-SECONDARY OR HIGHER,80.0,170.0,27.681660899654,NO,MARRIED,Podkarpackie,NO,2000.0,MOSTLY SATISFIED,3178
NO,FEMALE,28,POST-SECONDARY OR HIGHER,65.0,170.0,22.4913494809689,NO,SINGLE,Warminsko-mazurskie,NO,,PLEASED,3179
NO,MALE,61,VOCATIONAL/GRAMMAR,86.0,164.0,31.9750148720999,YES,MARRIED,Lubuskie,NO,800.0,MOSTLY SATISFIED,3180
NO,MALE,25,SECONDARY,91.0,190.0,25.207756232687,NO,SINGLE,Zachodnio-pomorskie,YES,980.0,MOSTLY SATISFIED,3181
NO,FEMALE,54,SECONDARY,65.0,168.0,23.0300453514739,YES,MARRIED,Podkarpackie,NO,4000.0,MOSTLY SATISFIED,3182
NO,MALE,74,VOCATIONAL/GRAMMAR,81.0,176.0,26.1492768595041,YES,MARRIED,Wielkopolskie,NO,0.0,MIXED,3183
NO,MALE,81,PRIMARY/NO EDUCATION,90.0,165.0,33.0578512396694,YES,MARRIED,Wielkopolskie,NO,861.0,PLEASED,3184
NO,FEMALE,35,SECONDARY,65.0,150.0,28.8888888888889,YES,MARRIED,Wielkopolskie,NO,2500.0,MIXED,3185
YES,FEMALE,27,PRIMARY/NO EDUCATION,60.0,154.0,25.2993759487266,YES,MARRIED,Warminsko-mazurskie,NO,,MOSTLY DISSATISFIED,3186
YES,MALE,42,VOCATIONAL/GRAMMAR,78.0,181.0,23.8087970452672,NO,MARRIED,Dolnoslaskie,NO,1500.0,PLEASED,3187
NO,MALE,18,VOCATIONAL/GRAMMAR,65.0,187.0,18.5878921330321,NO,SINGLE,Mazowieckie,NO,,DELIGHTED,3188
YES,MALE,28,VOCATIONAL/GRAMMAR,98.0,183.0,29.2633402012601,YES,SINGLE,Lubuskie,NO,0.0,MIXED,3189
YES,FEMALE,63,POST-SECONDARY OR HIGHER,75.0,164.0,27.8851873884593,NO,SINGLE,Pomorskie,NO,5000.0,PLEASED,3190
NO,FEMALE,39,VOCATIONAL/GRAMMAR,64.0,164.0,23.7953599048186,YES,MARRIED,Lodzkie,NO,0.0,MIXED,3191
NO,FEMALE,54,VOCATIONAL/GRAMMAR,65.0,160.0,25.390625,NO,MARRIED,Mazowieckie,NO,500.0,MOSTLY SATISFIED,3192
YES,FEMALE,58,VOCATIONAL/GRAMMAR,79.0,154.0,33.3108449991567,YES,WIDOWED,Lubuskie,NO,1037.0,MOSTLY SATISFIED,3193
NO,MALE,72,PRIMARY/NO EDUCATION,70.0,167.0,25.0995015956112,YES,MARRIED,Malopolskie,NO,730.0,PLEASED,3194
YES,FEMALE,53,VOCATIONAL/GRAMMAR,63.0,160.0,24.609375,YES,MARRIED,Mazowieckie,NO,,MIXED,3195
YES,MALE,35,POST-SECONDARY OR HIGHER,71.0,172.0,23.9994591671174,YES,SINGLE,Mazowieckie,NO,2000.0,MOSTLY SATISFIED,3196
NO,MALE,58,SECONDARY,80.0,170.0,27.681660899654,YES,MARRIED,Wielkopolskie,NO,1500.0,PLEASED,3197
NO,FEMALE,49,SECONDARY,54.0,175.0,17.6326530612245,YES,MARRIED,Swietokrzyskie,NO,800.0,UNHAPPY,3198
YES,FEMALE,62,SECONDARY,63.0,154.0,26.5643447461629,YES,MARRIED,Podlaskie,NO,1200.0,PLEASED,3199
YES,MALE,42,VOCATIONAL/GRAMMAR,80.0,172.0,27.0416441319632,YES,SINGLE,Malopolskie,NO,1700.0,MOSTLY DISSATISFIED,3200
NO,FEMALE,24,SECONDARY,54.0,162.0,20.5761316872428,NO,SINGLE,Wielkopolskie,NO,,DELIGHTED,3201
NO,FEMALE,80,PRIMARY/NO EDUCATION,55.0,150.0,24.4444444444444,YES,WIDOWED,Warminsko-mazurskie,NO,700.0,MIXED,3202
NO,MALE,25,POST-SECONDARY OR HIGHER,70.0,180.0,21.6049382716049,YES,SINGLE,Podlaskie,NO,2000.0,MIXED,3203
NO,MALE,22,SECONDARY,75.0,182.0,22.6421929718633,YES,SINGLE,Podkarpackie,YES,,PLEASED,3204
NO,MALE,42,POST-SECONDARY OR HIGHER,90.0,180.0,27.7777777777778,NO,MARRIED,Swietokrzyskie,NO,3000.0,MOSTLY SATISFIED,3205
NO,FEMALE,76,PRIMARY/NO EDUCATION,60.0,155.0,24.9739854318418,YES,WIDOWED,Lodzkie,NO,870.0,MOSTLY DISSATISFIED,3206
YES,FEMALE,31,POST-SECONDARY OR HIGHER,63.0,168.0,22.3214285714286,YES,MARRIED,Mazowieckie,NO,,PLEASED,3207
YES,MALE,70,SECONDARY,90.0,170.0,31.1418685121107,YES,MARRIED,Dolnoslaskie,NO,1460.0,MIXED,3208
YES,MALE,61,PRIMARY/NO EDUCATION,75.0,164.0,27.8851873884593,NO,MARRIED,Swietokrzyskie,NO,1500.0,MIXED,3209
NO,FEMALE,17,VOCATIONAL/GRAMMAR,40.0,155.0,16.6493236212279,NO,SINGLE,Kujawsko-pomorskie,YES,,MIXED,3210
NO,FEMALE,67,PRIMARY/NO EDUCATION,72.0,155.0,29.9687825182102,YES,MARRIED,Kujawsko-pomorskie,NO,650.0,PLEASED,3211
NO,MALE,23,POST-SECONDARY OR HIGHER,75.0,183.0,22.3954134193317,NO,SINGLE,Podlaskie,YES,1280.0,PLEASED,3212
NO,MALE,63,VOCATIONAL/GRAMMAR,81.0,164.0,30.116002379536,NO,SINGLE,Opolskie,NO,1890.0,MOSTLY SATISFIED,3213
YES,FEMALE,40,PRIMARY/NO EDUCATION,54.0,165.0,19.8347107438017,YES,SINGLE,Wielkopolskie,NO,500.0,PLEASED,3214
NO,FEMALE,47,VOCATIONAL/GRAMMAR,60.0,160.0,23.4375,NO,MARRIED,Lubelskie,NO,1200.0,MOSTLY SATISFIED,3215
YES,FEMALE,57,PRIMARY/NO EDUCATION,58.0,158.0,23.2334561768947,YES,MARRIED,Kujawsko-pomorskie,YES,,MIXED,3216
NO,MALE,75,SECONDARY,65.0,167.0,23.3066800530675,YES,MARRIED,Mazowieckie,NO,1500.0,PLEASED,3217
NO,FEMALE,43,POST-SECONDARY OR HIGHER,50.0,158.0,20.0288415318058,YES,MARRIED,Pomorskie,NO,3500.0,MIXED,3218
NO,MALE,53,VOCATIONAL/GRAMMAR,83.0,176.0,26.7949380165289,NO,MARRIED,Warminsko-mazurskie,NO,1100.0,MOSTLY SATISFIED,3219
NO,FEMALE,31,SECONDARY,62.0,170.0,21.4532871972318,YES,MARRIED,Kujawsko-pomorskie,NO,,PLEASED,3220
YES,FEMALE,61,SECONDARY,50.0,150.0,22.2222222222222,YES,MARRIED,Dolnoslaskie,NO,1185.0,PLEASED,3221
NO,FEMALE,43,PRIMARY/NO EDUCATION,70.0,164.0,26.0261748958953,YES,MARRIED,Kujawsko-pomorskie,NO,0.0,DELIGHTED,3222
NO,FEMALE,24,POST-SECONDARY OR HIGHER,83.0,180.0,25.6172839506173,NO,SINGLE,Mazowieckie,NO,5700.0,PLEASED,3223
YES,MALE,59,VOCATIONAL/GRAMMAR,85.0,176.0,27.4405991735537,YES,DIVORCED,Kujawsko-pomorskie,NO,,MOSTLY DISSATISFIED,3224
NO,FEMALE,61,SECONDARY,65.0,156.0,26.7094017094017,NO,MARRIED,Pomorskie,NO,0.0,PLEASED,3225
NO,MALE,83,PRIMARY/NO EDUCATION,75.0,170.0,25.9515570934256,YES,WIDOWED,Mazowieckie,NO,2000.0,MIXED,3226
NO,FEMALE,66,VOCATIONAL/GRAMMAR,55.0,154.0,23.191094619666,YES,WIDOWED,Lubelskie,NO,978.0,MOSTLY SATISFIED,3227
NO,MALE,19,VOCATIONAL/GRAMMAR,78.0,180.0,24.0740740740741,NO,SINGLE,Dolnoslaskie,NO,,MOSTLY SATISFIED,3228
NO,MALE,66,VOCATIONAL/GRAMMAR,90.0,169.0,31.5115016981198,YES,MARRIED,Swietokrzyskie,NO,1600.0,PLEASED,3229
YES,MALE,32,SECONDARY,67.0,170.0,23.1833910034602,NO,SINGLE,Malopolskie,YES,,MIXED,3230
YES,MALE,29,SECONDARY,98.0,176.0,31.6373966942149,NO,SINGLE,Warminsko-mazurskie,NO,4000.0,PLEASED,3231
NO,FEMALE,29,POST-SECONDARY OR HIGHER,60.0,167.0,21.5138585105239,NO,SINGLE,Wielkopolskie,NO,2800.0,PLEASED,3232
YES,MALE,38,SECONDARY,94.0,182.0,28.378215191402,YES,MARRIED,Mazowieckie,NO,0.0,MOSTLY SATISFIED,3233
NO,FEMALE,26,SECONDARY,54.0,160.0,21.09375,NO,MARRIED,Slaskie,NO,0.0,PLEASED,3234
NO,FEMALE,29,POST-SECONDARY OR HIGHER,62.0,172.0,20.9572742022715,YES,SINGLE,Podlaskie,NO,1400.0,PLEASED,3235
NO,FEMALE,45,SECONDARY,90.0,170.0,31.1418685121107,NO,MARRIED,Pomorskie,NO,,PLEASED,3236
NO,MALE,65,SECONDARY,98.0,174.0,32.368873034747,YES,MARRIED,Wielkopolskie,NO,1500.0,PLEASED,3237
NO,MALE,62,POST-SECONDARY OR HIGHER,85.0,177.0,27.1314117909924,YES,MARRIED,Warminsko-mazurskie,NO,0.0,MIXED,3238
YES,MALE,62,SECONDARY,68.0,172.0,22.9853975121687,NO,MARRIED,Kujawsko-pomorskie,NO,616.0,MOSTLY SATISFIED,3239
NO,MALE,48,SECONDARY,115.0,170.0,39.7923875432526,NO,MARRIED,Lubelskie,NO,6500.0,PLEASED,3240
NO,FEMALE,77,PRIMARY/NO EDUCATION,64.0,165.0,23.5078053259871,YES,WIDOWED,Pomorskie,NO,1300.0,PLEASED,3241
YES,FEMALE,37,SECONDARY,90.0,160.0,35.15625,NO,MARRIED,Lubelskie,NO,,MOSTLY SATISFIED,3242
NO,FEMALE,21,SECONDARY,58.0,169.0,20.307412205455,NO,SINGLE,Pomorskie,NO,0.0,MOSTLY SATISFIED,3243
YES,MALE,27,POST-SECONDARY OR HIGHER,83.0,175.0,27.1020408163265,YES,MARRIED,Mazowieckie,NO,0.0,MOSTLY SATISFIED,3244
NO,MALE,55,VOCATIONAL/GRAMMAR,98.0,178.0,30.9304380760005,NO,MARRIED,Wielkopolskie,NO,1500.0,PLEASED,3245
NO,FEMALE,63,SECONDARY,75.0,164.0,27.8851873884593,YES,WIDOWED,Lubelskie,NO,1150.0,MOSTLY DISSATISFIED,3246
NO,FEMALE,20,SECONDARY,68.0,176.0,21.952479338843,NO,SINGLE,Podkarpackie,NO,,PLEASED,3247
YES,MALE,48,SECONDARY,80.0,180.0,24.6913580246914,NO,MARRIED,Pomorskie,NO,2000.0,PLEASED,3248
YES,FEMALE,35,VOCATIONAL/GRAMMAR,49.0,150.0,21.7777777777778,YES,MARRIED,Kujawsko-pomorskie,NO,900.0,MOSTLY DISSATISFIED,3249
NO,FEMALE,21,SECONDARY,54.0,156.0,22.189349112426,NO,SINGLE,Zachodnio-pomorskie,YES,,PLEASED,3250
NO,FEMALE,37,PRIMARY/NO EDUCATION,70.0,164.0,26.0261748958953,YES,MARRIED,Warminsko-mazurskie,NO,2000.0,PLEASED,3251
NO,MALE,74,SECONDARY,86.0,166.0,31.2091740455799,YES,MARRIED,Wielkopolskie,NO,970.0,PLEASED,3252
NO,MALE,43,VOCATIONAL/GRAMMAR,103.0,174.0,34.0203461487647,NO,SINGLE,Malopolskie,NO,2000.0,MOSTLY SATISFIED,3253
NO,MALE,49,VOCATIONAL/GRAMMAR,83.0,176.0,26.7949380165289,NO,MARRIED,Mazowieckie,NO,2400.0,MOSTLY SATISFIED,3254
NO,MALE,23,SECONDARY,78.0,185.0,22.7903579254931,NO,SINGLE,Mazowieckie,YES,0.0,PLEASED,3255
NO,FEMALE,50,POST-SECONDARY OR HIGHER,64.0,169.0,22.4081789853296,NO,MARRIED,Mazowieckie,NO,0.0,PLEASED,3256
YES,FEMALE,49,POST-SECONDARY OR HIGHER,75.0,162.0,28.5779606767261,YES,MARRIED,Zachodnio-pomorskie,NO,2500.0,MOSTLY SATISFIED,3257
NO,FEMALE,27,PRIMARY/NO EDUCATION,80.0,170.0,27.681660899654,YES,SINGLE,Mazowieckie,NO,600.0,MOSTLY SATISFIED,3258
NO,MALE,51,POST-SECONDARY OR HIGHER,94.0,186.0,27.1707711874205,YES,MARRIED,Malopolskie,NO,3200.0,PLEASED,3259
NO,FEMALE,67,VOCATIONAL/GRAMMAR,79.0,150.0,35.1111111111111,YES,MARRIED,Lodzkie,NO,1200.0,PLEASED,3260
NO,FEMALE,72,PRIMARY/NO EDUCATION,60.0,170.0,20.7612456747405,YES,WIDOWED,Lubelskie,NO,817.0,PLEASED,3261
NO,MALE,23,SECONDARY,81.0,182.0,24.4535684096124,YES,SINGLE,Lodzkie,YES,1500.0,MIXED,3262
YES,FEMALE,23,POST-SECONDARY OR HIGHER,54.0,160.0,21.09375,YES,SINGLE,Podlaskie,NO,0.0,MOSTLY SATISFIED,3263
YES,MALE,59,VOCATIONAL/GRAMMAR,96.0,165.0,35.2617079889807,NO,MARRIED,Kujawsko-pomorskie,NO,3000.0,MOSTLY SATISFIED,3264
NO,MALE,27,VOCATIONAL/GRAMMAR,65.0,175.0,21.2244897959184,NO,SINGLE,Swietokrzyskie,YES,1100.0,MIXED,3265
NO,MALE,16,PRIMARY/NO EDUCATION,82.0,185.0,23.9590942293645,NO,SINGLE,Lodzkie,NO,0.0,MOSTLY SATISFIED,3266
NO,MALE,69,SECONDARY,100.0,175.0,32.6530612244898,YES,MARRIED,Slaskie,NO,0.0,PLEASED,3267
YES,FEMALE,57,PRIMARY/NO EDUCATION,48.0,158.0,19.2276878705336,YES,SINGLE,Wielkopolskie,NO,,PLEASED,3268
NO,FEMALE,48,VOCATIONAL/GRAMMAR,60.0,162.0,22.8623685413809,YES,MARRIED,Malopolskie,NO,0.0,PLEASED,3269
NO,MALE,82,PRIMARY/NO EDUCATION,70.0,169.0,24.5089457652043,YES,MARRIED,Slaskie,NO,1400.0,PLEASED,3270
YES,MALE,28,POST-SECONDARY OR HIGHER,61.0,155.0,25.3902185223725,NO,MARRIED,Mazowieckie,NO,3000.0,DELIGHTED,3271
NO,FEMALE,49,VOCATIONAL/GRAMMAR,58.0,162.0,22.1002895900015,YES,MARRIED,Pomorskie,NO,2500.0,PLEASED,3272
NO,FEMALE,34,POST-SECONDARY OR HIGHER,63.0,158.0,25.2363403300753,YES,SINGLE,Wielkopolskie,NO,2800.0,PLEASED,3273
NO,FEMALE,23,POST-SECONDARY OR HIGHER,68.0,176.0,21.952479338843,NO,SINGLE,Wielkopolskie,NO,1600.0,PLEASED,3274
NO,MALE,70,PRIMARY/NO EDUCATION,80.0,178.0,25.2493372048984,YES,MARRIED,Lubelskie,NO,740.0,MOSTLY SATISFIED,3275
YES,FEMALE,41,VOCATIONAL/GRAMMAR,75.0,165.0,27.5482093663912,NO,MARRIED,Wielkopolskie,NO,0.0,PLEASED,3276
YES,FEMALE,46,POST-SECONDARY OR HIGHER,54.0,157.0,21.9075824577062,NO,MARRIED,Lubelskie,NO,0.0,MOSTLY SATISFIED,3277
YES,MALE,33,PRIMARY/NO EDUCATION,75.0,165.0,27.5482093663912,YES,SINGLE,Kujawsko-pomorskie,NO,,MOSTLY SATISFIED,3278
NO,MALE,61,POST-SECONDARY OR HIGHER,80.0,176.0,25.8264462809917,YES,SINGLE,Wielkopolskie,NO,2000.0,MOSTLY SATISFIED,3279
NO,MALE,33,POST-SECONDARY OR HIGHER,70.0,178.0,22.0931700542861,NO,MARRIED,Podlaskie,NO,0.0,PLEASED,3280
NO,FEMALE,24,SECONDARY,48.0,166.0,17.4190738859051,YES,SINGLE,Lodzkie,NO,,PLEASED,3281
NO,FEMALE,28,POST-SECONDARY OR HIGHER,60.0,155.0,24.9739854318418,YES,MARRIED,Slaskie,NO,750.0,PLEASED,3282
NO,FEMALE,89,PRIMARY/NO EDUCATION,60.0,150.0,26.6666666666667,YES,WIDOWED,Malopolskie,NO,1000.0,MIXED,3283
YES,MALE,28,SECONDARY,79.0,182.0,23.8497765970293,NO,SINGLE,Pomorskie,NO,1300.0,PLEASED,3284
NO,FEMALE,85,PRIMARY/NO EDUCATION,89.0,168.0,31.5334467120181,YES,WIDOWED,Kujawsko-pomorskie,NO,1400.0,PLEASED,3285
NO,FEMALE,20,VOCATIONAL/GRAMMAR,60.0,178.0,18.9370029036738,NO,SINGLE,Kujawsko-pomorskie,NO,0.0,PLEASED,3286
NO,MALE,76,VOCATIONAL/GRAMMAR,82.0,172.0,27.7176852352623,YES,MARRIED,Slaskie,NO,3200.0,MIXED,3287
NO,FEMALE,81,POST-SECONDARY OR HIGHER,52.0,153.0,22.2136784997223,YES,SINGLE,Wielkopolskie,NO,1700.0,MIXED,3288
NO,FEMALE,49,POST-SECONDARY OR HIGHER,66.0,159.0,26.1065622404177,YES,MARRIED,Malopolskie,NO,,PLEASED,3289
NO,FEMALE,38,SECONDARY,48.0,163.0,18.066167337875,NO,MARRIED,Swietokrzyskie,NO,0.0,PLEASED,3290
NO,FEMALE,31,SECONDARY,65.0,172.0,21.9713358572201,YES,MARRIED,Dolnoslaskie,NO,1118.0,MIXED,3291
NO,FEMALE,19,VOCATIONAL/GRAMMAR,57.0,170.0,19.7231833910035,YES,SINGLE,Lubuskie,NO,,PLEASED,3292
NO,FEMALE,19,VOCATIONAL/GRAMMAR,45.0,166.0,16.330381768036,NO,SINGLE,Swietokrzyskie,NO,0.0,MOSTLY SATISFIED,3293
NO,FEMALE,40,POST-SECONDARY OR HIGHER,70.0,170.0,24.2214532871972,NO,DIVORCED,Warminsko-mazurskie,NO,2200.0,MOSTLY SATISFIED,3294
NO,FEMALE,63,PRIMARY/NO EDUCATION,90.0,165.0,33.0578512396694,YES,MARRIED,Swietokrzyskie,NO,700.0,PLEASED,3295
YES,FEMALE,47,POST-SECONDARY OR HIGHER,96.0,165.0,35.2617079889807,YES,MARRIED,Pomorskie,NO,4000.0,PLEASED,3296
NO,FEMALE,32,POST-SECONDARY OR HIGHER,73.0,176.0,23.566632231405,NO,MARRIED,Podkarpackie,NO,2500.0,PLEASED,3297
NO,FEMALE,57,SECONDARY,74.0,162.0,28.1969212010364,YES,MARRIED,Lodzkie,NO,,PLEASED,3298
NO,FEMALE,64,SECONDARY,85.0,168.0,30.1162131519274,YES,WIDOWED,Zachodnio-pomorskie,NO,1400.0,MOSTLY SATISFIED,3299
NO,FEMALE,65,VOCATIONAL/GRAMMAR,54.0,160.0,21.09375,YES,MARRIED,Dolnoslaskie,NO,826.0,MOSTLY DISSATISFIED,3300
NO,FEMALE,46,SECONDARY,60.0,156.0,24.65483234714,YES,MARRIED,Podlaskie,NO,1700.0,PLEASED,3301
YES,MALE,67,SECONDARY,100.0,180.0,30.8641975308642,YES,MARRIED,Wielkopolskie,NO,2500.0,PLEASED,3302
NO,FEMALE,64,PRIMARY/NO EDUCATION,92.0,160.0,35.9375,YES,MARRIED,Podkarpackie,NO,700.0,PLEASED,3303
NO,MALE,62,VOCATIONAL/GRAMMAR,84.0,173.0,28.0664238698253,YES,MARRIED,Lodzkie,NO,720.0,PLEASED,3304
NO,FEMALE,26,POST-SECONDARY OR HIGHER,50.0,164.0,18.5901249256395,NO,SINGLE,Wielkopolskie,NO,2000.0,MOSTLY SATISFIED,3305
NO,FEMALE,57,PRIMARY/NO EDUCATION,70.0,167.0,25.0995015956112,YES,MARRIED,Pomorskie,NO,0.0,MIXED,3306
NO,FEMALE,70,SECONDARY,70.0,155.0,29.1363163371488,YES,MARRIED,Lodzkie,NO,1100.0,PLEASED,3307
YES,MALE,47,VOCATIONAL/GRAMMAR,100.0,178.0,31.561671506123,YES,MARRIED,Mazowieckie,NO,2000.0,PLEASED,3308
NO,MALE,46,POST-SECONDARY OR HIGHER,92.0,173.0,30.7394166193324,NO,MARRIED,Podkarpackie,NO,2000.0,PLEASED,3309
NO,FEMALE,92,PRIMARY/NO EDUCATION,44.0,150.0,19.5555555555556,YES,WIDOWED,Lubelskie,NO,820.0,MOSTLY DISSATISFIED,3310
YES,FEMALE,67,PRIMARY/NO EDUCATION,90.0,168.0,31.8877551020408,YES,WIDOWED,Malopolskie,NO,700.0,PLEASED,3311
YES,MALE,44,POST-SECONDARY OR HIGHER,75.0,181.0,22.8930740819877,NO,MARRIED,Wielkopolskie,NO,1000.0,PLEASED,3312
NO,FEMALE,20,VOCATIONAL/GRAMMAR,62.0,164.0,23.051754907793,NO,SINGLE,Mazowieckie,NO,,PLEASED,3313
YES,MALE,37,VOCATIONAL/GRAMMAR,72.0,176.0,,NO,SINGLE,Slaskie,NO,2200.0,MOSTLY SATISFIED,3314
NO,MALE,64,POST-SECONDARY OR HIGHER,89.0,176.0,28.7319214876033,NO,MARRIED,Slaskie,NO,0.0,PLEASED,3315
NO,FEMALE,77,PRIMARY/NO EDUCATION,70.0,160.0,27.34375,YES,MARRIED,Lodzkie,NO,800.0,MOSTLY SATISFIED,3316
NO,FEMALE,41,POST-SECONDARY OR HIGHER,63.0,160.0,24.609375,YES,MARRIED,Zachodnio-pomorskie,NO,2000.0,MOSTLY SATISFIED,3317
NO,FEMALE,89,PRIMARY/NO EDUCATION,78.0,160.0,30.46875,YES,WIDOWED,Podkarpackie,NO,1500.0,MIXED,3318
NO,MALE,48,VOCATIONAL/GRAMMAR,84.0,182.0,25.3592561284869,NO,MARRIED,Kujawsko-pomorskie,NO,1500.0,PLEASED,3319
YES,FEMALE,19,VOCATIONAL/GRAMMAR,70.0,160.0,27.34375,NO,SINGLE,Lubelskie,NO,,PLEASED,3320
NO,MALE,61,SECONDARY,76.0,176.0,24.5351239669421,YES,MARRIED,Podlaskie,NO,1400.0,MOSTLY DISSATISFIED,3321
NO,FEMALE,31,SECONDARY,46.0,170.0,15.916955017301,YES,MARRIED,Lubelskie,NO,600.0,PLEASED,3322
NO,MALE,19,VOCATIONAL/GRAMMAR,99.0,182.0,29.8876947228596,YES,SINGLE,Kujawsko-pomorskie,NO,0.0,MOSTLY SATISFIED,3323
NO,FEMALE,46,VOCATIONAL/GRAMMAR,62.0,164.0,23.051754907793,YES,SINGLE,Dolnoslaskie,NO,1428.0,MIXED,3324
NO,FEMALE,66,VOCATIONAL/GRAMMAR,80.0,161.0,30.8630068284403,NO,MARRIED,Slaskie,NO,840.0,PLEASED,3325
NO,MALE,17,VOCATIONAL/GRAMMAR,57.0,180.0,17.5925925925926,YES,SINGLE,Dolnoslaskie,NO,,MIXED,3326
YES,MALE,66,VOCATIONAL/GRAMMAR,80.0,170.0,27.681660899654,NO,MARRIED,Zachodnio-pomorskie,NO,0.0,MOSTLY SATISFIED,3327
NO,FEMALE,25,SECONDARY,60.0,165.0,22.038567493113,YES,SINGLE,Podlaskie,NO,,MOSTLY SATISFIED,3328
YES,MALE,59,PRIMARY/NO EDUCATION,70.0,176.0,22.5981404958678,YES,SINGLE,Swietokrzyskie,NO,800.0,MIXED,3329
YES,FEMALE,46,VOCATIONAL/GRAMMAR,58.0,167.0,20.7967298935064,YES,MARRIED,Zachodnio-pomorskie,NO,,MOSTLY SATISFIED,3330
NO,FEMALE,27,SECONDARY,60.0,169.0,21.0076677987465,NO,MARRIED,Malopolskie,NO,700.0,PLEASED,3331
YES,FEMALE,38,SECONDARY,83.0,176.0,26.7949380165289,YES,MARRIED,Podlaskie,NO,2000.0,PLEASED,3332
YES,MALE,24,PRIMARY/NO EDUCATION,72.0,184.0,21.2665406427221,NO,SINGLE,Lubuskie,NO,1300.0,MOSTLY SATISFIED,3333
NO,MALE,96,SECONDARY,70.0,165.0,25.7116620752984,YES,WIDOWED,Malopolskie,NO,2450.0,PLEASED,3334
NO,FEMALE,26,POST-SECONDARY OR HIGHER,52.0,156.0,21.3675213675214,NO,SINGLE,Slaskie,NO,,PLEASED,3335
